Driver,Time,GapToLeader
10,0 days 03:43:15.981000,53.513
10,0 days 03:43:18.960000,53.538
10,0 days 03:43:23.942000,53.505
10,0 days 03:43:28.006000,53.632
10,0 days 03:43:36.919000,53.88
10,0 days 03:43:38.638000,53.933
10,0 days 03:43:40.305000,53.961
10,0 days 03:43:45.016000,53.997
10,0 days 03:43:47.345000,54.013
10,0 days 03:43:51.043000,53.989
10,0 days 03:43:55.713000,54.039
10,0 days 03:43:59.653000,54.253
10,0 days 03:44:03.952000,54.411
10,0 days 03:44:11.866000,54.717
10,0 days 03:44:16.781000,55.1
10,0 days 03:44:20.370000,55.265
10,0 days 03:44:24.147000,55.311
10,0 days 03:44:30.406000,55.509
10,0 days 03:44:34.877000,55.553
10,0 days 03:44:41.576000,55.884
10,0 days 03:44:46.139000,55.979
10,0 days 03:44:49.226000,56.023
10,0 days 03:44:51.825000,56.058
10,0 days 03:44:56.123000,56.362
10,0 days 03:45:02.939000,56.772
10,0 days 03:45:06.666000,56.824
10,0 days 03:45:09.738000,56.856
10,0 days 03:45:14.704000,56.841
10,0 days 03:45:18.668000,56.856
10,0 days 03:45:27.795000,57.378
10,0 days 03:45:29.573000,57.432
10,0 days 03:45:31.208000,57.461
10,0 days 03:45:35.933000,57.5
10,0 days 03:45:38.303000,57.498
10,0 days 03:45:41.987000,57.456
10,0 days 03:45:46.631000,57.552
10,0 days 03:45:50.572000,57.752
10,0 days 03:45:54.793000,57.88
10,0 days 03:46:02.565000,58.026
10,0 days 03:46:07.546000,58.467
10,0 days 03:46:11.144000,58.598
10,0 days 03:46:14.858000,58.681
10,0 days 03:46:21.212000,58.927
10,0 days 03:46:25.650000,59.025
10,0 days 03:46:32.403000,59.305
10,0 days 03:46:36.924000,59.38
10,0 days 03:46:40.051000,59.432
10,0 days 03:46:42.598000,59.459
10,0 days 03:46:46.890000,59.659
10,0 days 03:46:53.856000,60.07
10,0 days 03:46:57.618000,60.153
10,0 days 03:47:00.616000,60.193
10,0 days 03:47:05.679000,60.168
10,0 days 03:47:09.562000,60.155
10,0 days 03:47:18.543000,60.552
10,0 days 03:47:20.320000,60.626
10,0 days 03:47:22.011000,60.665
10,0 days 03:47:26.746000,60.734
10,0 days 03:47:29.105000,60.765
10,0 days 03:47:32.696000,60.681
10,0 days 03:47:37.363000,60.755
10,0 days 03:47:41.277000,60.917
10,0 days 03:47:45.617000,61.173
10,0 days 03:47:53.588000,61.514
10,0 days 03:47:58.608000,61.957
10,0 days 03:48:02.235000,62.128
10,0 days 03:48:06.064000,62.291
10,0 days 03:48:12.358000,62.433
10,0 days 03:48:16.875000,62.529
10,0 days 03:48:23.509000,62.661
10,0 days 03:48:28.029000,62.729
10,0 days 03:48:31.126000,62.773
10,0 days 03:48:33.778000,62.81
10,0 days 03:48:38.044000,63.075
10,0 days 03:48:44.865000,63.364
10,0 days 03:48:48.544000,63.45
10,0 days 03:48:51.610000,63.505
10,0 days 03:48:56.609000,63.529
10,0 days 03:49:00.599000,63.548
10,0 days 03:49:09.602000,63.986
10,0 days 03:49:20.698000,63.986
10,0 days 03:49:37.666000,63.986
10,0 days 03:49:42.783000,86.776
10,0 days 03:49:46.997000,87.362
10,0 days 03:49:51.543000,87.29
10,0 days 03:49:55.467000,87.509
10,0 days 03:49:59.604000,87.477
10,0 days 03:50:06.944000,87.082
10,0 days 03:50:11.499000,87.009
10,0 days 03:50:14.977000,87.074
10,0 days 03:50:18.479000,86.911
10,0 days 03:50:24.402000,86.605
10,0 days 03:50:28.695000,86.599
10,0 days 03:50:34.906000,86.346
10,0 days 03:50:39.365000,86.404
10,0 days 03:50:42.499000,86.463
10,0 days 03:50:45.124000,86.512
10,0 days 03:50:49.142000,86.485
