Driver,Time,GapToLeader
10,0 days 01:39:14.965000,42.571
10,0 days 01:39:17.207000,42.444
10,0 days 01:39:24.658000,42.817
10,0 days 01:39:27.661000,42.919
10,0 days 01:39:31.136000,42.909
10,0 days 01:39:34.477000,42.956
10,0 days 01:39:36.162000,43.094
10,0 days 01:39:38.653000,43.23
10,0 days 01:39:40.922000,43.274
10,0 days 01:39:43.793000,43.283
10,0 days 01:39:47.798000,43.517
10,0 days 01:39:52.403000,43.468
10,0 days 01:39:56.905000,43.393
10,0 days 01:39:59.577000,43.261
10,0 days 01:40:04.249000,43.541
10,0 days 01:40:08.616000,43.706
10,0 days 01:40:13.589000,43.503
10,0 days 01:40:16.748000,43.257
10,0 days 01:40:25.781000,43.693
10,0 days 01:40:27.668000,43.734
10,0 days 01:40:33.128000,43.623
10,0 days 01:40:35.740000,43.439
10,0 days 01:40:39.640000,43.686
10,0 days 01:40:43.417000,43.904
10,0 days 01:40:47.106000,43.989
10,0 days 01:40:49.627000,44.251
10,0 days 01:40:57.442000,44.898
10,0 days 01:41:00.595000,45.137
10,0 days 01:41:04.152000,45.143
10,0 days 01:41:07.653000,45.324
10,0 days 01:41:09.375000,45.523
10,0 days 01:41:11.878000,45.696
10,0 days 01:41:14.256000,45.738
10,0 days 01:41:17.142000,45.817
10,0 days 01:41:21.293000,46.117
10,0 days 01:41:25.839000,46.117
10,0 days 01:41:25.843000,46.055
10,0 days 01:41:30.367000,46.022
10,0 days 01:41:33.395000,45.978
10,0 days 01:41:37.691000,46.28
10,0 days 01:41:41.999000,46.313
10,0 days 01:41:46.999000,46.082
10,0 days 01:41:50.129000,46.082
10,0 days 01:41:50.171000,45.859
10,0 days 01:41:59.302000,46.337
10,0 days 01:42:01.278000,46.41
10,0 days 01:42:06.868000,46.471
10,0 days 01:42:09.609000,46.471
10,0 days 01:42:09.652000,46.462
10,0 days 01:42:09.654000,46.462
10,0 days 01:42:13.227000,46.324
10,0 days 01:42:17.030000,46.562
10,0 days 01:42:20.751000,46.656
