Driver,Time,GapToLeader
1,0 days 01:37:12.024000,60.309
1,0 days 01:37:13.181000,60.309
1,0 days 01:37:15.706000,66.527
1,0 days 01:37:18.128000,60.297
1,0 days 01:37:20.137000,60.369
1,0 days 01:37:24.161000,60.255
1,0 days 01:37:26.826000,60.182
1,0 days 01:37:29.872000,60.124
1,0 days 01:37:32.578000,60.128
1,0 days 01:37:34.693000,60.115
1,0 days 01:37:40.867000,60.124
1,0 days 01:37:44.832000,60.121
1,0 days 01:37:46.815000,60.121
1,0 days 01:37:51.859000,60.534
1,0 days 01:37:57.065000,60.13
1,0 days 01:38:02.524000,60.003
1,0 days 01:38:09.183000,59.755
1,0 days 01:38:13.843000,59.714
1,0 days 01:38:20.901000,59.522
1,0 days 01:38:24.112000,59.486
1,0 days 01:38:28.119000,59.471
1,0 days 01:38:29.226000,59.461
1,0 days 01:38:31.752000,59.422
1,0 days 01:38:34.099000,59.394
1,0 days 01:38:36.199000,59.388
1,0 days 01:38:40.213000,59.277
1,0 days 01:38:42.889000,59.262
1,0 days 01:38:45.883000,59.239
1,0 days 01:38:48.612000,59.246
1,0 days 01:38:50.721000,59.241
1,0 days 01:38:56.970000,59.226
1,0 days 01:39:00.958000,59.224
1,0 days 01:39:02.904000,59.22
1,0 days 01:39:07.867000,59.497
1,0 days 01:39:13.092000,59.36
1,0 days 01:39:18.686000,59.371
1,0 days 01:39:25.404000,59.115
1,0 days 01:39:29.915000,59.029
1,0 days 01:39:37.133000,58.883
1,0 days 01:39:40.300000,58.847
1,0 days 01:39:44.316000,58.8
1,0 days 01:39:45.397000,58.782
1,0 days 01:39:48.106000,58.733
1,0 days 01:39:50.242000,58.697
1,0 days 01:39:52.286000,58.741
1,0 days 01:39:56.402000,58.671
1,0 days 01:39:59.085000,58.666
1,0 days 01:40:02.050000,58.624
1,0 days 01:40:04.771000,58.609
1,0 days 01:40:06.884000,58.587
1,0 days 01:40:13.054000,58.428
1,0 days 01:40:17.050000,58.383
1,0 days 01:40:18.922000,58.382
1,0 days 01:40:23.879000,58.732
